Student_ID,Gender,Age,Grade_Level,Attendance,Study_Hours_Per_Day,Previous_GPA,Midterm_Score,Assignment_Score,Quiz_Score,Final_Exam_Score,Class_Participation,Extracurricular,Internet_Access,Parent_Education,Family_Income,Sleep_Hours,Screen_Time,Stress_Level,Teacher_Feedback,Absences,Final_Result,Performance
199,Male,22,11,62,2.0,3.61,100,43,73,71,Medium,No,No,Graduate,High,7.9,7.3,Low,Average,15,Pass,Good
200,Male,19,9,71,6.1,3.57,100,72,87,91,Medium,Yes,No,Postgraduate,High,5.5,4.7,Low,Good,13,Pass,Excellent
201,Female,16,12,91,1.6,2.61,86,54,70,70,Low,Yes,No,High School,High,6.1,6.2,Low,Excellent,8,Pass,Good
202,Male,20,College-2,83,3.1,2.27,79,57,73,68,Low,Yes,No,Graduate,High,4.7,7.0,Low,Good,10,Pass,Average
203,Male,21,College-2,90,1.4,3.55,100,47,80,78,Medium,No,No,Graduate,Medium,6.5,2.5,Low,Poor,8,Pass,Good
204,Male,18,College-2,84,2.4,2.64,94,50,64,75,Medium,No,Yes,High School,Medium,6.2,1.1,High,Good,9,Pass,Good
205,Female,17,11,60,1.5,2.91,91,46,76,65,Medium,No,Yes,High School,Medium,4.7,7.6,Low,Average,15,Pass,Average
206,Female,19,College-1,64,6.1,3.18,100,55,80,86,High,Yes,Yes,Postgraduate,Low,5.1,6.1,High,Poor,14,Pass,Excellent
207,Female,21,College-2,53,5.8,3.09,100,49,72,81,Low,No,Yes,Graduate,Low,6.4,3.7,High,Poor,17,Pass,Good
208,Female,19,10,68,1.8,2.4,75,49,60,59,Low,No,Yes,Postgraduate,Medium,5.0,2.4,Medium,Average,13,Pass,Average
209,Male,16,11,50,1.1,3.15,91,35,57,53,High,Yes,No,Graduate,Medium,4.9,1.8,Medium,Poor,18,Pass,Poor
210,Male,15,10,56,6.7,2.72,100,64,77,87,High,Yes,No,Graduate,Medium,8.4,7.0,High,Good,16,Pass,Excellent
211,Female,17,9,96,1.7,2.8,96,54,79,73,Low,Yes,Yes,High School,Medium,8.2,2.3,High,Excellent,6,Pass,Good
212,Male,21,12,86,5.7,2.72,94,65,86,83,Low,Yes,No,Postgraduate,Medium,5.3,3.7,Low,Average,9,Pass,Good
213,Female,17,College-1,92,7.1,3.24,100,78,96,96,High,Yes,Yes,Postgraduate,Low,6.8,5.8,High,Excellent,7,Pass,Excellent
214,Female,21,10,81,7.1,2.48,100,67,91,93,Low,No,No,Postgraduate,Medium,4.8,4.4,Low,Excellent,10,Pass,Excellent
215,Male,16,College-1,78,3.2,2.04,79,58,61,64,High,No,Yes,Postgraduate,High,8.9,6.2,Medium,Good,11,Pass,Average
216,Female,16,9,73,6.8,2.66,100,79,96,93,High,Yes,Yes,Graduate,Medium,8.2,6.9,High,Good,12,Pass,Excellent
217,Male,18,9,85,4.7,2.33,85,69,72,79,Medium,Yes,No,High School,High,7.7,1.3,Medium,Poor,9,Pass,Good
218,Female,15,College-1,98,3.9,3.18,100,72,94,92,High,Yes,No,Postgraduate,Medium,8.7,6.9,High,Average,6,Pass,Excellent
219,Female,21,College-1,94,5.0,2.77,100,81,92,89,High,Yes,No,Graduate,Medium,7.8,1.9,Medium,Excellent,7,Pass,Excellent
220,Male,19,College-2,58,2.0,3.02,95,39,65,65,Medium,Yes,Yes,Postgraduate,High,7.2,7.2,High,Good,16,Pass,Average
221,Male,16,9,95,1.8,3.14,100,63,82,79,Medium,Yes,Yes,Postgraduate,Low,6.1,4.4,Low,Good,7,Pass,Good
222,Male,20,12,98,6.5,2.29,91,80,83,88,Low,Yes,No,High School,High,8.9,5.8,High,Good,6,Pass,Excellent
223,Female,18,College-1,94,5.7,3.91,100,82,84,97,Medium,Yes,No,Postgraduate,High,8.7,3.7,High,Average,7,Pass,Excellent
224,Male,21,9,99,6.1,3.97,100,75,84,89,Medium,No,No,High School,Low,5.4,4.1,High,Good,6,Pass,Excellent
225,Female,20,9,50,3.3,2.31,76,50,56,60,High,No,Yes,High School,High,7.7,2.1,Low,Average,18,Pass,Average
226,Male,22,College-1,76,4.8,3.77,100,62,84,84,High,Yes,Yes,Postgraduate,Medium,6.3,3.4,Medium,Average,11,Pass,Good
227,Female,19,9,91,5.3,3.37,100,74,82,88,High,No,No,Graduate,Low,7.3,7.7,Medium,Average,8,Pass,Excellent
228,Male,18,College-2,70,4.6,3.91,100,65,74,84,Medium,Yes,Yes,Postgraduate,High,8.8,2.2,High,Excellent,13,Pass,Good
229,Male,17,11,91,6.7,2.05,94,70,76,91,High,Yes,Yes,Graduate,Medium,4.8,5.8,Medium,Excellent,8,Pass,Excellent
230,Male,20,College-1,90,3.8,2.24,76,74,69,79,Low,No,No,Postgraduate,Low,5.9,3.7,Medium,Excellent,8,Pass,Good
231,Female,20,9,74,3.8,3.07,95,58,77,79,High,Yes,Yes,High School,Low,7.5,4.3,High,Excellent,12,Pass,Good
232,Male,17,10,84,4.8,3.48,100,62,86,81,Low,No,Yes,High School,Low,4.9,2.5,High,Poor,9,Pass,Good
233,Male,22,11,98,7.5,3.1,100,78,89,100,Medium,Yes,Yes,High School,Medium,9.0,4.2,High,Poor,6,Pass,Excellent
234,Female,17,9,62,3.2,2.61,93,41,70,67,Medium,Yes,Yes,Postgraduate,High,6.5,5.3,High,Excellent,15,Pass,Average
235,Female,16,10,67,6.9,3.76,100,72,89,90,High,Yes,No,High School,High,5.1,6.1,Low,Good,14,Pass,Excellent
236,Male,15,College-1,96,7.2,2.04,100,94,89,99,Medium,No,Yes,Graduate,Medium,4.8,1.5,Low,Good,6,Pass,Excellent
237,Male,22,10,58,4.3,3.0,94,59,73,71,Low,Yes,No,Graduate,Low,6.8,3.8,Low,Excellent,16,Pass,Good
238,Male,15,College-2,64,1.4,2.41,75,41,65,54,Medium,Yes,No,Postgraduate,Medium,6.2,1.3,High,Average,14,Pass,Poor
239,Female,20,11,74,5.6,3.67,100,63,85,87,Medium,No,Yes,Postgraduate,Low,6.1,5.6,Medium,Average,12,Pass,Excellent
240,Female,20,College-2,64,1.5,2.37,75,48,56,59,Low,No,No,Graduate,Low,7.4,2.5,High,Average,14,Pass,Average
241,Male,15,10,91,6.8,3.15,100,73,94,99,Medium,Yes,No,Postgraduate,High,4.6,1.3,High,Poor,8,Pass,Excellent
242,Male,21,College-1,96,6.1,2.43,100,83,98,99,Low,Yes,No,High School,High,8.2,7.6,High,Good,6,Pass,Excellent
243,Female,17,College-1,79,5.2,2.26,80,61,78,73,Low,Yes,No,Postgraduate,High,4.8,3.6,Low,Poor,11,Pass,Good
244,Female,15,College-2,55,4.4,3.66,100,52,84,75,High,No,Yes,Graduate,Medium,5.1,5.2,Medium,Poor,17,Pass,Good
245,Male,15,College-2,77,1.9,3.72,100,57,83,77,High,Yes,Yes,Postgraduate,Low,6.6,2.6,Medium,Average,11,Pass,Good
246,Female,20,College-1,94,6.6,2.85,100,78,89,91,Medium,No,Yes,Graduate,High,6.3,1.7,High,Excellent,7,Pass,Excellent
247,Male,22,College-2,61,3.6,2.61,88,50,65,71,Low,Yes,Yes,Postgraduate,Medium,7.0,2.8,Medium,Poor,15,Pass,Good
248,Male,19,10,60,3.7,3.65,100,57,83,81,Medium,Yes,Yes,Postgraduate,Medium,7.4,6.6,Medium,Good,15,Pass,Good
249,Female,18,9,95,7.7,2.35,100,90,87,100,High,Yes,Yes,Postgraduate,Low,4.8,6.4,Medium,Average,7,Pass,Excellent
250,Male,16,9,91,1.0,3.56,100,52,80,76,High,No,No,Graduate,Medium,5.2,8.0,Low,Average,8,Pass,Good
251,Female,20,9,79,7.5,2.81,100,84,86,92,High,No,No,Postgraduate,Medium,7.1,2.8,Medium,Excellent,11,Pass,Excellent
252,Female,16,12,99,2.7,3.36,100,53,83,84,High,Yes,Yes,Graduate,Medium,6.0,6.4,Medium,Poor,6,Pass,Good
253,Female,20,10,94,6.8,3.35,100,73,83,90,High,No,Yes,Postgraduate,High,5.6,1.7,Low,Excellent,7,Pass,Excellent
254,Male,16,9,97,2.4,2.41,82,57,72,74,High,No,Yes,Postgraduate,Low,7.8,7.1,Medium,Good,6,Pass,Good
255,Female,21,10,89,3.2,3.15,100,65,79,78,High,Yes,Yes,Postgraduate,Medium,8.5,7.2,Medium,Poor,8,Pass,Good
256,Male,15,College-2,82,3.4,2.91,91,64,83,78,Low,No,Yes,Graduate,Medium,8.4,6.4,High,Good,10,Pass,Good
257,Male,21,College-2,61,4.8,3.23,100,49,81,76,Medium,No,No,Graduate,Medium,5.6,4.3,Low,Average,15,Pass,Good
258,Male,17,12,86,5.8,3.61,100,75,91,93,Low,Yes,No,Graduate,Low,8.2,6.0,High,Good,9,Pass,Excellent
259,Female,22,College-2,100,4.4,2.1,81,67,67,79,Low,No,No,Graduate,Medium,5.6,7.0,Medium,Good,5,Pass,Good
260,Female,20,College-2,72,1.1,3.93,100,49,71,70,High,No,No,High School,Medium,5.0,7.1,High,Good,12,Pass,Good
261,Male,17,11,79,5.4,3.62,100,69,88,91,Low,No,No,Postgraduate,Medium,5.2,2.2,High,Good,11,Pass,Excellent
262,Female,17,10,88,5.5,3.73,100,79,97,91,Low,Yes,Yes,Postgraduate,Medium,5.7,4.1,High,Poor,8,Pass,Excellent
263,Male,16,11,63,2.2,3.76,100,35,59,63,High,Yes,Yes,Postgraduate,Medium,5.0,1.4,Medium,Average,15,Pass,Average
264,Female,22,12,65,6.2,3.05,100,53,69,79,High,No,No,High School,High,6.5,1.9,High,Average,14,Pass,Good
265,Female,18,9,87,5.2,3.13,100,79,90,91,Medium,No,No,Graduate,Medium,7.3,5.5,Low,Good,9,Pass,Excellent
266,Female,19,9,50,1.0,2.69,80,37,50,49,Medium,No,Yes,High School,High,8.2,6.9,Medium,Average,18,Fail,Poor
267,Female,16,12,76,7.2,3.43,100,76,92,95,High,Yes,No,Graduate,High,6.5,2.7,High,Good,11,Pass,Excellent
268,Female,18,11,76,2.3,2.22,81,58,75,69,Low,Yes,Yes,Postgraduate,Low,4.8,2.0,Low,Poor,11,Pass,Average
269,Female,21,11,68,2.9,2.47,76,38,64,61,Medium,No,No,Postgraduate,Low,7.7,6.1,Medium,Poor,13,Pass,Average
270,Female,15,9,98,7.7,2.14,100,82,89,99,High,Yes,No,Graduate,Low,4.8,6.4,High,Poor,6,Pass,Excellent
271,Male,15,College-2,62,4.2,3.96,100,54,78,76,High,Yes,No,Graduate,High,8.0,4.6,Medium,Average,15,Pass,Good
272,Male,19,College-1,73,7.2,2.23,100,75,89,96,Low,No,Yes,High School,Low,8.4,2.5,High,Excellent,12,Pass,Excellent
273,Male,20,College-2,94,5.2,2.32,87,82,86,92,Low,Yes,Yes,Graduate,Low,6.2,1.6,Medium,Good,7,Pass,Excellent
274,Female,22,10,78,6.1,3.45,100,60,87,84,High,Yes,No,Graduate,High,4.6,3.6,Medium,Good,11,Pass,Good
275,Male,21,College-2,88,7.4,2.31,100,79,92,94,Low,Yes,No,Postgraduate,Low,7.0,1.5,Medium,Poor,8,Pass,Excellent
276,Female,20,9,92,7.8,3.37,100,79,90,97,Low,Yes,Yes,High School,Low,8.2,2.3,Low,Average,7,Pass,Excellent
277,Female,18,College-1,56,4.4,3.67,100,56,78,81,High,Yes,Yes,High School,High,4.9,5.0,Medium,Poor,16,Pass,Good
278,Male,16,11,79,6.6,3.88,100,73,79,90,Low,Yes,Yes,High School,High,4.8,4.9,Low,Excellent,11,Pass,Excellent
279,Female,22,College-2,62,2.4,3.9,100,50,80,76,High,No,Yes,High School,Low,7.5,5.0,High,Excellent,15,Pass,Good
280,Female,21,College-2,82,3.4,2.89,98,58,80,78,Medium,Yes,Yes,Graduate,High,5.2,8.0,High,Good,10,Pass,Good
281,Male,19,9,73,7.7,3.45,100,84,84,91,Medium,Yes,Yes,Graduate,Low,6.5,3.8,High,Good,12,Pass,Excellent
282,Female,20,College-1,85,4.6,2.19,91,66,74,83,Low,Yes,No,Graduate,Low,7.1,5.0,High,Excellent,9,Pass,Good
283,Male,21,9,86,7.4,3.59,100,85,87,97,Low,No,No,Graduate,Medium,7.8,6.1,Low,Average,9,Pass,Excellent
284,Male,20,College-1,97,5.6,3.55,100,67,84,86,High,Yes,No,Postgraduate,High,7.2,1.1,Low,Average,6,Pass,Excellent
285,Female,19,12,53,5.7,3.51,100,61,74,81,Low,Yes,No,High School,Medium,9.0,7.8,High,Poor,17,Pass,Good
286,Male,22,12,85,3.8,3.55,100,55,84,77,High,Yes,Yes,High School,Low,4.9,4.5,Medium,Excellent,9,Pass,Good
287,Female,15,11,70,5.8,2.83,100,65,80,84,Low,No,No,Postgraduate,Low,7.1,1.8,Medium,Poor,13,Pass,Good
288,Female,15,11,64,2.4,3.71,100,35,66,69,High,Yes,No,Graduate,Medium,6.2,6.3,Low,Good,14,Pass,Average
289,Female,15,11,63,6.2,3.5,100,67,79,89,Low,Yes,No,High School,High,5.5,4.8,High,Good,15,Pass,Excellent
290,Female,18,12,53,4.3,3.32,100,41,62,70,High,Yes,No,Graduate,High,8.8,1.5,High,Poor,17,Pass,Good
291,Female,22,12,61,2.4,3.42,91,39,73,66,High,Yes,Yes,Graduate,High,8.9,4.9,Medium,Good,15,Pass,Average
292,Male,19,10,90,3.1,2.55,82,70,76,75,Low,No,No,Postgraduate,Low,9.0,7.9,Low,Excellent,8,Pass,Good
293,Female,20,12,83,7.7,2.45,100,88,90,96,High,Yes,Yes,Postgraduate,Low,7.3,5.4,High,Average,10,Pass,Excellent
294,Male,16,10,58,3.2,2.27,71,55,60,60,Medium,Yes,Yes,Graduate,Medium,7.7,4.7,Medium,Good,16,Pass,Average
295,Male,15,College-1,78,6.2,3.48,100,66,78,89,High,No,Yes,Postgraduate,Low,8.2,5.5,Low,Poor,11,Pass,Excellent
296,Female,22,12,72,1.6,3.69,100,54,80,76,Low,Yes,Yes,High School,Low,8.0,1.9,Medium,Poor,12,Pass,Good
297,Female,20,12,67,7.7,2.41,96,64,77,83,Low,No,No,High School,High,5.5,5.7,High,Excellent,14,Pass,Good
298,Male,22,12,96,3.2,3.19,100,74,80,82,Low,Yes,No,Postgraduate,Low,7.3,6.2,High,Excellent,6,Pass,Good
299,Female,19,College-1,83,6.4,2.88,100,72,92,94,Low,Yes,No,Postgraduate,Medium,8.8,2.3,Low,Poor,10,Pass,Excellent
300,Male,22,College-1,61,6.5,2.27,94,63,84,87,High,Yes,No,High School,Medium,8.7,5.9,Medium,Average,15,Pass,Excellent
301,Male,21,College-1,95,6.1,3.27,100,84,96,93,Medium,Yes,Yes,Graduate,High,4.9,5.9,High,Average,7,Pass,Excellent
302,Male,17,10,60,7.1,2.84,100,69,85,90,Low,No,Yes,Graduate,Medium,5.3,6.0,Medium,Poor,15,Pass,Excellent
303,Male,19,College-1,88,7.2,2.95,100,84,86,100,High,Yes,Yes,High School,Low,5.6,5.1,Low,Good,8,Pass,Excellent
304,Female,17,10,52,2.0,3.21,91,35,56,62,High,No,Yes,Graduate,High,4.6,5.0,High,Good,17,Pass,Average
305,Female,17,9,52,1.7,2.76,72,37,48,51,High,No,No,Postgraduate,Medium,5.8,3.6,High,Average,17,Pass,Poor
306,Female,20,11,94,2.5,3.96,100,51,82,79,High,No,Yes,Postgraduate,High,4.8,5.0,Medium,Excellent,7,Pass,Good
307,Female,16,College-2,81,6.7,2.58,99,64,76,91,Low,No,No,High School,Medium,8.5,2.6,Medium,Average,10,Pass,Excellent
308,Male,20,11,50,5.5,2.14,80,58,71,75,Medium,Yes,Yes,High School,Medium,7.6,2.8,Medium,Excellent,18,Pass,Good
309,Male,19,College-1,80,6.6,3.25,100,73,92,90,High,No,Yes,High School,High,7.4,4.4,High,Good,10,Pass,Excellent
310,Male,16,11,100,3.5,2.06,86,77,78,80,High,No,Yes,Graduate,Medium,8.9,3.0,Low,Excellent,5,Pass,Good
311,Male,16,12,65,3.6,3.05,92,43,70,73,High,Yes,No,Postgraduate,Low,8.2,3.1,Low,Good,14,Pass,Good
312,Male,22,12,80,6.1,2.29,87,76,77,86,High,Yes,Yes,Graduate,Low,6.9,6.4,High,Poor,10,Pass,Excellent
313,Female,18,10,71,4.3,3.32,100,47,74,77,Medium,No,No,Graduate,High,4.7,4.6,Low,Good,13,Pass,Good
314,Female,19,10,59,2.1,3.12,84,36,63,56,High,No,Yes,High School,Low,5.0,7.7,Medium,Good,16,Pass,Average
315,Female,21,10,84,4.1,3.35,100,64,75,85,High,No,No,Graduate,Medium,5.1,4.3,Low,Poor,9,Pass,Excellent
316,Female,22,10,98,6.4,3.6,100,74,93,95,Low,Yes,No,Graduate,Medium,7.1,1.7,Low,Good,6,Pass,Excellent
317,Male,19,11,100,7.0,2.13,92,86,96,94,High,Yes,Yes,Graduate,High,6.0,4.4,Low,Good,5,Pass,Excellent
318,Male,22,12,85,5.5,2.8,100,67,82,83,Low,No,Yes,Postgraduate,High,8.1,4.7,Medium,Excellent,9,Pass,Good
319,Female,20,College-1,86,6.5,3.33,100,83,98,100,Low,No,Yes,Graduate,Medium,7.0,2.7,Low,Poor,9,Pass,Excellent
320,Male,17,College-2,93,6.7,2.99,100,72,84,95,Low,No,No,Graduate,High,8.0,3.7,High,Excellent,7,Pass,Excellent
321,Male,21,10,62,2.4,3.59,100,46,76,74,Medium,Yes,No,Postgraduate,Low,8.4,3.1,Low,Good,15,Pass,Good
322,Female,21,12,57,7.0,3.4,100,73,88,87,High,Yes,Yes,Graduate,Low,8.4,2.6,Low,Excellent,16,Pass,Excellent
323,Male,22,College-2,73,6.9,3.34,100,61,74,89,Medium,Yes,Yes,High School,High,5.2,8.0,Medium,Excellent,12,Pass,Excellent
324,Female,18,10,100,5.9,2.91,100,86,99,97,Medium,Yes,No,Postgraduate,Low,8.7,5.4,High,Good,5,Pass,Excellent
325,Male,17,College-2,76,7.5,2.08,99,76,82,89,High,No,No,Postgraduate,Low,7.1,1.2,High,Poor,11,Pass,Excellent
326,Female,15,12,65,4.3,2.16,90,61,76,80,Medium,No,No,Graduate,Medium,7.8,7.7,Medium,Good,14,Pass,Good
327,Male,15,College-2,60,1.2,3.45,100,35,60,60,Medium,Yes,No,Graduate,Low,8.7,6.2,Low,Poor,15,Pass,Average
328,Female,20,10,100,2.9,3.72,100,57,75,83,Medium,Yes,No,High School,High,5.1,3.0,Low,Good,5,Pass,Good
329,Male,18,College-1,55,7.8,3.68,100,68,83,85,High,No,Yes,Postgraduate,Medium,7.2,6.8,Low,Poor,17,Pass,Excellent
330,Female,19,10,60,4.2,3.9,100,48,78,74,High,No,Yes,Graduate,Medium,6.6,4.3,Medium,Good,15,Pass,Good
331,Female,19,9,83,5.8,3.27,100,79,89,91,Medium,No,No,Postgraduate,High,4.7,7.4,Low,Average,10,Pass,Excellent
332,Male,16,College-2,83,3.4,3.1,92,50,63,70,Medium,No,Yes,Postgraduate,Medium,7.6,2.3,Medium,Average,10,Pass,Good
333,Male,17,12,52,1.2,3.31,86,41,58,61,High,Yes,Yes,Postgraduate,Low,4.9,7.6,Medium,Good,17,Pass,Average
334,Male,19,9,79,5.6,3.99,100,67,83,89,Medium,No,No,High School,Medium,4.8,4.2,Medium,Average,11,Pass,Excellent
335,Female,18,College-1,78,1.5,2.79,96,51,68,72,High,Yes,No,Postgraduate,Medium,8.9,2.4,Low,Poor,11,Pass,Good
336,Female,19,10,54,1.5,2.04,69,35,44,52,High,No,No,Postgraduate,Low,7.8,6.4,High,Excellent,17,Pass,Poor
337,Female,16,College-1,80,4.1,3.57,100,57,70,77,High,No,No,Postgraduate,Medium,8.3,6.5,Medium,Poor,10,Pass,Good
338,Male,17,College-1,90,8.0,3.71,100,77,94,98,Low,No,Yes,Graduate,High,7.4,3.6,Medium,Poor,8,Pass,Excellent
339,Male,18,12,90,5.8,2.88,100,68,77,89,Medium,Yes,No,Graduate,High,6.7,7.2,Medium,Poor,8,Pass,Excellent
340,Male,18,9,52,3.4,2.81,84,53,76,65,Low,Yes,No,Postgraduate,Low,6.0,6.0,Medium,Poor,17,Pass,Average
341,Male,16,9,65,5.9,2.1,85,55,76,78,Medium,Yes,Yes,High School,Medium,5.1,2.2,Medium,Excellent,14,Pass,Good
342,Male,16,11,70,1.8,2.64,78,35,53,55,Low,No,Yes,Postgraduate,Medium,7.6,4.8,High,Average,13,Pass,Average
343,Male,22,9,78,2.7,3.58,100,61,84,82,Low,Yes,Yes,High School,High,7.1,1.9,High,Good,11,Pass,Good
344,Female,21,10,76,5.9,2.25,86,77,81,80,Low,Yes,Yes,Postgraduate,Medium,8.1,4.3,High,Poor,11,Pass,Good
345,Female,18,12,90,6.8,3.12,100,72,94,97,High,Yes,No,High School,Low,5.9,3.9,Low,Average,8,Pass,Excellent
346,Male,21,11,93,6.9,2.32,92,72,85,90,Medium,No,Yes,High School,High,8.6,4.5,Low,Average,7,Pass,Excellent
347,Male,20,10,60,6.5,3.79,100,70,87,85,Low,No,Yes,High School,Low,6.7,1.8,High,Excellent,15,Pass,Excellent
348,Male,21,11,62,3.6,2.97,98,43,68,68,Low,No,Yes,Postgraduate,Medium,5.5,4.3,Medium,Average,15,Pass,Average
349,Female,18,11,71,1.9,2.27,79,49,69,66,High,Yes,Yes,Postgraduate,High,7.6,1.4,Low,Poor,13,Pass,Average
350,Male,18,11,76,7.0,3.18,100,71,77,87,Medium,Yes,Yes,Postgraduate,Low,6.7,8.0,Medium,Poor,11,Pass,Excellent
351,Female,18,9,52,7.9,2.85,100,70,80,85,High,Yes,No,High School,Low,7.8,4.5,Medium,Good,17,Pass,Excellent
352,Female,17,College-2,65,5.5,2.61,99,68,75,80,Medium,Yes,No,Postgraduate,Medium,4.9,4.4,High,Poor,14,Pass,Good
353,Female,15,College-1,90,1.5,2.07,77,50,61,67,High,No,Yes,High School,Medium,8.5,3.3,Medium,Excellent,8,Pass,Average
354,Male,16,College-2,89,1.3,3.41,100,47,69,71,Medium,Yes,Yes,Graduate,Medium,6.1,5.5,Medium,Excellent,8,Pass,Good
355,Female,16,10,67,1.4,3.0,81,45,64,58,Medium,Yes,Yes,Graduate,Low,6.2,4.2,Medium,Poor,14,Pass,Average
356,Female,17,12,56,2.2,2.3,69,45,49,54,Medium,No,No,Postgraduate,High,5.0,2.0,Low,Good,16,Pass,Poor
357,Female,22,College-1,62,1.4,3.89,100,38,74,66,High,No,No,Graduate,High,8.4,2.6,Low,Good,15,Pass,Average
358,Female,17,College-1,60,6.5,2.58,88,56,75,77,Low,No,Yes,High School,High,5.5,3.6,High,Average,15,Pass,Good
359,Male,20,11,60,2.7,2.25,73,44,55,58,Low,No,No,Postgraduate,Low,4.7,3.2,High,Good,15,Pass,Average
360,Female,19,12,57,7.4,2.29,98,65,77,89,Medium,Yes,No,Graduate,High,6.3,4.5,Low,Excellent,16,Pass,Excellent
361,Female,15,College-1,52,2.0,2.8,79,40,62,60,High,Yes,Yes,Graduate,Low,7.0,3.2,Low,Poor,17,Pass,Average
362,Male,20,12,84,6.9,3.95,100,72,93,92,Low,No,No,Graduate,Medium,7.5,7.7,Low,Good,9,Pass,Excellent
363,Male,21,College-2,72,3.5,2.18,83,56,75,71,Medium,Yes,Yes,High School,Low,8.9,7.1,Medium,Excellent,12,Pass,Good
364,Female,17,College-1,83,7.9,3.51,100,71,90,95,Medium,Yes,Yes,High School,Medium,4.8,7.7,Medium,Excellent,10,Pass,Excellent
365,Male,19,11,52,6.8,2.99,100,57,70,84,High,No,Yes,Postgraduate,High,5.9,5.1,Medium,Excellent,17,Pass,Good
366,Female,21,11,61,4.4,2.24,80,57,62,67,High,No,Yes,Graduate,High,7.6,2.7,High,Poor,15,Pass,Average
367,Female,20,12,66,2.1,3.76,100,44,69,73,High,No,Yes,Graduate,Medium,4.8,3.2,High,Poor,14,Pass,Good
368,Female,19,College-2,82,2.4,3.2,95,60,79,76,High,No,Yes,Postgraduate,High,7.3,6.4,Medium,Average,10,Pass,Good
369,Male,18,College-1,50,2.0,2.82,77,35,54,56,High,Yes,No,Graduate,Low,5.8,6.5,Low,Average,18,Pass,Average
370,Female,15,College-2,51,4.4,3.63,100,53,78,78,Low,Yes,Yes,Postgraduate,Low,5.9,3.5,High,Average,18,Pass,Good
371,Female,15,10,69,1.9,3.38,92,36,56,59,Low,Yes,Yes,Graduate,Low,5.1,1.6,Medium,Poor,13,Pass,Average
372,Female,15,9,54,3.1,2.25,84,38,59,63,Low,No,No,Graduate,Low,4.5,1.7,High,Average,17,Pass,Average
373,Male,16,10,82,5.0,2.03,81,62,72,78,High,No,No,Postgraduate,High,4.9,5.0,Low,Excellent,10,Pass,Good
374,Male,20,9,93,7.7,2.76,100,91,94,99,Medium,Yes,Yes,Graduate,Medium,5.3,3.5,High,Good,7,Pass,Excellent
375,Male,21,11,85,6.1,2.77,100,82,92,91,Medium,Yes,Yes,Graduate,High,4.9,4.5,Medium,Average,9,Pass,Excellent
376,Female,16,College-2,50,8.0,2.88,99,58,74,81,Low,Yes,No,High School,Medium,6.7,1.7,Low,Excellent,18,Pass,Good
377,Female,22,College-2,57,2.6,3.53,100,49,74,69,High,No,No,Postgraduate,Medium,6.4,4.5,Low,Excellent,16,Pass,Average
378,Female,15,10,56,1.9,3.88,96,35,58,65,Medium,No,Yes,Graduate,High,6.7,2.6,High,Poor,16,Pass,Average
379,Female,20,College-1,98,1.5,3.59,100,55,84,76,High,Yes,Yes,Graduate,Low,7.9,6.4,Medium,Excellent,6,Pass,Good
380,Male,19,College-2,70,7.0,2.35,96,65,87,85,Medium,No,Yes,Postgraduate,High,6.5,1.3,Medium,Excellent,13,Pass,Excellent
381,Female,15,9,80,4.9,2.53,100,66,86,86,High,Yes,Yes,Graduate,Medium,5.2,1.4,High,Poor,10,Pass,Excellent
382,Male,18,10,98,7.2,2.69,100,88,97,100,High,No,Yes,Postgraduate,Low,6.0,1.7,Medium,Poor,6,Pass,Excellent
383,Female,15,College-2,71,2.2,3.32,100,54,85,74,Medium,Yes,No,Graduate,High,6.9,1.3,Medium,Good,13,Pass,Good
384,Female,20,12,86,1.7,2.41,86,57,73,73,Low,No,Yes,Postgraduate,Low,6.7,5.8,Medium,Good,9,Pass,Good
385,Female,16,College-1,53,3.1,3.25,89,50,64,65,High,No,No,High School,Medium,7.1,6.6,Low,Good,17,Pass,Average
386,Male,15,College-2,82,6.6,2.4,100,72,94,90,High,Yes,No,High School,High,6.4,4.8,High,Excellent,10,Pass,Excellent
387,Male,20,12,67,7.6,3.54,100,79,82,88,Low,Yes,Yes,Postgraduate,High,6.9,5.3,Medium,Excellent,14,Pass,Excellent
388,Female,18,12,76,3.2,2.41,87,52,70,73,Low,Yes,Yes,High School,Low,8.2,1.5,Low,Good,11,Pass,Good
389,Male,19,11,79,4.4,3.81,100,56,78,83,High,Yes,Yes,Postgraduate,Medium,9.0,4.0,Low,Poor,11,Pass,Good
390,Male,16,College-1,55,3.2,3.91,100,35,71,70,High,Yes,No,Graduate,Low,5.8,1.4,Low,Poor,17,Pass,Good
391,Male,17,10,99,6.6,2.78,100,85,90,100,Medium,No,No,Graduate,High,6.0,5.1,Low,Excellent,6,Pass,Excellent
392,Female,20,11,84,3.6,2.85,95,58,72,76,Low,Yes,Yes,Postgraduate,High,8.8,3.2,Low,Good,9,Pass,Good
393,Female,15,12,85,3.7,3.81,100,68,83,81,Medium,No,Yes,High School,Medium,7.4,5.9,Low,Average,9,Pass,Good
394,Female,21,11,78,5.4,2.81,93,64,72,78,High,No,Yes,High School,High,8.5,6.4,Medium,Poor,11,Pass,Good
395,Male,15,12,72,3.9,2.65,81,46,60,63,Low,No,No,Postgraduate,Low,7.8,4.8,Low,Average,12,Pass,Average
396,Female,17,11,65,4.6,3.53,100,58,81,77,Low,No,No,High School,Low,8.9,6.8,Medium,Good,14,Pass,Good
